AS,diff
39193.0,908.0
39193.0,2194.0
39193.0,3139.0
39193.0,9.0
39193.0,2817.0
39193.0,735.0
39193.0,3139.0
39193.0,2482.0
39193.0,1849.0
39193.0,1257.0
39193.0,2482.0
51038.0,2832.0
51038.0,3235.0
51038.0,2650.0
51038.0,1503.0
51038.0,2944.0
51038.0,4755.0
51038.0,2832.0
51038.0,6843.0
51038.0,5084.0
51038.0,3427.0
51038.0,1946.0
51038.0,6843.0
51038.0,3427.0
51038.0,3427.0
51038.0,2481.0
51038.0,2944.0
51038.0,4635.0
51038.0,2833.0
35755.0,1654.0
35755.0,2720.0
35755.0,1917.0
35755.0,2544.0
35755.0,1532.0
35755.0,1122.0
35755.0,1776.0
35755.0,2209.0
35755.0,3311.0
35755.0,4496.0
35755.0,1917.0
35755.0,3552.0
35755.0,1654.0
35755.0,801.0
35755.0,3311.0
35755.0,2341.0
35755.0,1642.0
35755.0,4659.0
35755.0,1532.0
35755.0,2720.0
42622.0,435.0
42622.0,492.0
42622.0,7629.0
42622.0,631.0
42622.0,824.0
42622.0,416.0
42622.0,210.0
42622.0,258.0
42622.0,477.0
42622.0,2093.0
42622.0,2093.0
42622.0,224.0
42622.0,224.0
42622.0,416.0
42622.0,127.0
45766.0,1946.0
45766.0,5019.0
45766.0,1793.0
45766.0,5019.0
45766.0,2068.0
45766.0,2533.0
45766.0,1292.0
45766.0,1298.0
45766.0,2068.0
45766.0,1863.0
45766.0,1298.0
45766.0,2068.0
45766.0,2920.0
45766.0,3963.0
45766.0,1499.0
45766.0,1298.0
45766.0,1412.0
45766.0,5644.0
45766.0,5019.0
45766.0,1445.0
131262.0,837.0
131262.0,1570.0
131262.0,2128.0
131262.0,2397.0
131262.0,3702.0
131262.0,2128.0
131262.0,1026.0
131262.0,2322.0
131262.0,1607.0
131262.0,1474.0
131262.0,3759.0
131262.0,2754.0
131262.0,1607.0
131262.0,1607.0
131262.0,2128.0
131262.0,1161.0
131262.0,2249.0
131262.0,2659.0
131262.0,2659.0
131262.0,1776.0
40233.0,1531.0
40233.0,2116.0
40233.0,948.0
40233.0,4114.0
40233.0,859.0
40233.0,552.0
40233.0,0.0
40233.0,552.0
40233.0,3194.0
40233.0,9913.0
40233.0,859.0
40233.0,1368.0
40233.0,0.0
40233.0,552.0
40233.0,0.0
40233.0,3194.0
40233.0,1290.0
40233.0,2116.0
40233.0,3995.0
40233.0,1029.0
46079.0,4133.0
46079.0,5627.0
46079.0,2454.0
46079.0,3709.0
46079.0,2505.0
46079.0,4626.0
46079.0,7439.0
46079.0,2616.0
46079.0,10752.0
46079.0,10752.0
46079.0,7013.0
46079.0,2505.0
46079.0,9015.0
46079.0,2505.0
46079.0,4133.0
46079.0,5143.0
46079.0,5143.0
46079.0,2505.0
46079.0,2705.0
46079.0,8176.0
6126.0,921.0
6126.0,99.0
6126.0,302.0
6126.0,711.0
6126.0,99.0
6126.0,902.0
6126.0,302.0
6126.0,921.0
6126.0,99.0
6126.0,1215.0
6126.0,1720.0
6126.0,0.0
6126.0,617.0
6126.0,173.0
6126.0,1720.0
6126.0,921.0
6126.0,0.0
6126.0,302.0
6126.0,1720.0
6126.0,99.0
59253.0,1565.0
59253.0,376.0
59253.0,426.0
59253.0,174.0
59253.0,188.0
59253.0,0.0
59253.0,0.0
59253.0,72.0
59253.0,104.0
59253.0,23.0
59253.0,33.0
59253.0,33.0
59253.0,161.0
59253.0,662.0
59253.0,72.0
59253.0,376.0
59253.0,376.0
59253.0,188.0
59253.0,72.0
59253.0,395.0
132853.0,1177.0
132853.0,1001.0
132853.0,1365.0
132853.0,687.0
132853.0,1634.0
132853.0,2497.0
132853.0,3962.0
132853.0,541.0
132853.0,2497.0
132853.0,887.0
132853.0,293.0
132853.0,541.0
132853.0,1992.0
132853.0,2497.0
132853.0,541.0
132853.0,3962.0
132853.0,1634.0
132853.0,757.0
132853.0,687.0
132853.0,311.0
7650.0,1925.0
7650.0,8303.0
7650.0,470.0
7650.0,4168.0
7650.0,4247.0
7650.0,3810.0
7650.0,703.0
7650.0,3810.0
7650.0,1051.0
7650.0,1608.0
7650.0,1500.0
7650.0,4529.0
7650.0,6.0
7650.0,4168.0
7650.0,2765.0
7650.0,2845.0
7650.0,3019.0
7650.0,3810.0
7650.0,1500.0
7650.0,1751.0
16653.0,1035.0
16653.0,1.0
16653.0,1035.0
16653.0,361.0
16653.0,1.0
16653.0,0.0
16653.0,184.0
16653.0,574.0
16653.0,993.0
16653.0,56.0
16653.0,2093.0
16653.0,0.0
16653.0,233.0
16653.0,253.0
16653.0,1011.0
16653.0,253.0
16653.0,1341.0
16653.0,1630.0
16653.0,229.0
16653.0,993.0
28432.0,2063.0
28432.0,4129.0
28432.0,7267.0
28432.0,5046.0
28432.0,5046.0
28432.0,3122.0
28432.0,4585.0
28432.0,2762.0
28432.0,2821.0
28432.0,2821.0
28432.0,2821.0
28432.0,3457.0
28432.0,2762.0
28432.0,6086.0
28432.0,3122.0
28432.0,3049.0
28432.0,5857.0
28432.0,3457.0
28432.0,5413.0
55381.0,1112.0
55381.0,765.0
55381.0,765.0
55381.0,1883.0
55381.0,1139.0
55381.0,0.0
55381.0,2718.0
55381.0,0.0
55381.0,2724.0
55381.0,868.0
55381.0,283.0
55381.0,6149.0
55381.0,1984.0
55381.0,6149.0
55381.0,765.0
55381.0,765.0
55381.0,868.0
55381.0,1037.0
55381.0,425.0
55381.0,1883.0
109.0,40.0
109.0,30.0
109.0,154.0
109.0,0.0
109.0,351.0
109.0,572.0
109.0,0.0
109.0,24.0
109.0,0.0
109.0,0.0
109.0,7.0
109.0,7.0
109.0,0.0
109.0,299.0
109.0,351.0
109.0,144.0
109.0,572.0
109.0,99.0
109.0,70.0
109.0,99.0
13812.0,2415.0
13812.0,2415.0
13812.0,4113.0
13812.0,2686.0
13812.0,3778.0
13812.0,2686.0
13812.0,2510.0
13812.0,787.0
13812.0,787.0
13812.0,787.0
13812.0,3109.0
13812.0,1279.0
13812.0,1279.0
13812.0,4701.0
13812.0,4701.0
13812.0,1862.0
13812.0,1279.0
13812.0,2004.0
13812.0,2064.0
13812.0,2686.0
61153.0,806.0
61153.0,1821.0
61153.0,854.0
61153.0,1262.0
61153.0,3820.0
61153.0,1967.0
61153.0,389.0
61153.0,1967.0
61153.0,987.0
61153.0,457.0
61153.0,389.0
61153.0,0.0
61153.0,806.0
61153.0,1048.0
61153.0,0.0
61153.0,695.0
61153.0,3820.0
34759.0,1397.0
34759.0,1946.0
34759.0,791.0
34759.0,4417.0
34759.0,3731.0
34759.0,3228.0
34759.0,809.0
34759.0,791.0
34759.0,4417.0
34759.0,1951.0
34759.0,2702.0
34759.0,1336.0
34759.0,1951.0
34759.0,1951.0
34759.0,1701.0
34759.0,3493.0
34759.0,1795.0
34759.0,1701.0
34759.0,2782.0
34759.0,1397.0
53411.0,1206.0
53411.0,693.0
53411.0,2571.0
53411.0,2305.0
53411.0,6428.0
53411.0,4169.0
53411.0,1882.0
53411.0,6641.0
53411.0,1609.0
53411.0,1882.0
53411.0,7.0
53411.0,0.0
53411.0,2003.0
53411.0,942.0
53411.0,4431.0
53411.0,4169.0
53411.0,4588.0
53411.0,2003.0
53411.0,3665.0
8161.0,2.0
8161.0,468.0
8161.0,2262.0
8161.0,1576.0
8161.0,5702.0
8161.0,903.0
8161.0,2665.0
8161.0,0.0
8161.0,2262.0
8161.0,2289.0
8161.0,982.0
8161.0,2.0
8161.0,1947.0
8161.0,1947.0
8161.0,2262.0
8161.0,2262.0
8161.0,3588.0
8161.0,551.0
8161.0,1576.0
8161.0,468.0
18972.0,2311.0
18972.0,1627.0
18972.0,2228.0
18972.0,6689.0
18972.0,0.0
18972.0,3122.0
18972.0,2228.0
18972.0,523.0
18972.0,2185.0
18972.0,2185.0
18972.0,1181.0
18972.0,2228.0
18972.0,2185.0
18972.0,1627.0
18972.0,569.0
18972.0,4246.0
18972.0,4189.0
18972.0,2.0
18972.0,1627.0
18972.0,1084.0
21171.0,1576.0
21171.0,1721.0
21171.0,358.0
21171.0,1769.0
21171.0,1046.0
21171.0,1203.0
21171.0,1353.0
21171.0,2095.0
21171.0,358.0
21171.0,3222.0
21171.0,1769.0
21171.0,1050.0
21171.0,1046.0
21171.0,2535.0
21171.0,1046.0
21171.0,2238.0
21171.0,2535.0
21171.0,208.0
21171.0,2535.0
21171.0,1440.0
264413.0,3956.0
264413.0,3956.0
264413.0,3246.0
264413.0,3100.0
264413.0,5557.0
264413.0,9391.0
264413.0,8179.0
264413.0,9598.0
264413.0,10051.0
264413.0,8583.0
264413.0,10541.0
264413.0,3192.0
264413.0,6745.0
264413.0,12043.0
264413.0,3630.0
264413.0,6745.0
264413.0,3246.0
264413.0,14.0
264413.0,7688.0
264413.0,7688.0
13996.0,1202.0
13996.0,1371.0
13996.0,1282.0
13996.0,816.0
13996.0,231.0
13996.0,38.0
13996.0,238.0
13996.0,9480.0
13996.0,1048.0
13996.0,0.0
13996.0,1048.0
13996.0,231.0
13996.0,715.0
13996.0,1371.0
13996.0,1371.0
13996.0,1048.0
13996.0,1282.0
13996.0,238.0
13996.0,548.0
13996.0,1048.0
34587.0,417.0
34587.0,595.0
34587.0,614.0
34587.0,852.0
34587.0,378.0
34587.0,1681.0
34587.0,852.0
34587.0,417.0
34587.0,417.0
34587.0,0.0
34587.0,0.0
34587.0,417.0
34587.0,3890.0
34587.0,1670.0
34587.0,363.0
34587.0,614.0
34587.0,3890.0
34587.0,0.0
34587.0,417.0
6318.0,2720.0
6318.0,0.0
6318.0,1.0
6318.0,173.0
6318.0,446.0
6318.0,4498.0
6318.0,0.0
6318.0,1.0
6318.0,979.0
6318.0,73.0
6318.0,4.0
6318.0,821.0
6318.0,0.0
6318.0,581.0
6318.0,73.0
6318.0,446.0
6318.0,0.0
6318.0,1.0
6318.0,73.0
6318.0,446.0
15160.0,3405.0
15160.0,3302.0
15160.0,2457.0
15160.0,1944.0
15160.0,1192.0
15160.0,473.0
15160.0,6.0
15160.0,2993.0
15160.0,2538.0
15160.0,328.0
15160.0,6.0
15160.0,5298.0
15160.0,3049.0
15160.0,2104.0
15160.0,1944.0
15160.0,1070.0
15160.0,3649.0
15160.0,544.0
15160.0,3405.0
15160.0,2053.0
10298.0,1183.0
10298.0,455.0
10298.0,164.0
10298.0,2.0
10298.0,1220.0
10298.0,164.0
10298.0,1105.0
10298.0,1105.0
10298.0,153.0
10298.0,284.0
10298.0,1061.0
10298.0,806.0
10298.0,1105.0
10298.0,778.0
10298.0,284.0
10298.0,455.0
10298.0,778.0
10298.0,7188.0
10298.0,580.0
10298.0,7188.0
56845.0,11045.0
56845.0,8037.0
56845.0,8001.0
56845.0,8808.0
56845.0,6299.0
56845.0,11625.0
56845.0,6580.0
56845.0,8955.0
56845.0,12763.0
56845.0,6000.0
56845.0,6261.0
56845.0,6261.0
56845.0,6580.0
56845.0,8808.0
56845.0,8037.0
56845.0,8037.0
56845.0,6673.0
56845.0,7858.0
56845.0,8037.0
56845.0,3734.0
57494.0,3962.0
57494.0,1992.0
57494.0,2443.0
57494.0,2341.0
57494.0,2180.0
57494.0,4497.0
57494.0,700.0
57494.0,1992.0
57494.0,2622.0
57494.0,2583.0
57494.0,4192.0
57494.0,1992.0
57494.0,1969.0
57494.0,2479.0
57494.0,4497.0
57494.0,4497.0
57494.0,1969.0
57494.0,5422.0
57494.0,2583.0
3067.0,1205.0
3067.0,2019.0
3067.0,2532.0
3067.0,1205.0
3067.0,2958.0
3067.0,3098.0
3067.0,2403.0
3067.0,1929.0
3067.0,1708.0
3067.0,2403.0
3067.0,3401.0
3067.0,2905.0
3067.0,8.0
3067.0,2905.0
3067.0,5040.0
3067.0,3552.0
3067.0,1676.0
3067.0,595.0
3067.0,2453.0
3067.0,8.0
25560.0,188.0
25560.0,438.0
25560.0,2941.0
25560.0,0.0
25560.0,170.0
25560.0,560.0
25560.0,769.0
25560.0,2941.0
25560.0,2941.0
25560.0,1110.0
25560.0,560.0
25560.0,560.0
25560.0,560.0
25560.0,0.0
25560.0,1110.0
25560.0,351.0
25560.0,1011.0
36406.0,3740.0
36406.0,859.0
36406.0,1922.0
36406.0,2742.0
36406.0,646.0
36406.0,3995.0
36406.0,0.0
36406.0,646.0
36406.0,7869.0
36406.0,859.0
36406.0,3995.0
36406.0,948.0
36406.0,6.0
36406.0,1029.0
36406.0,1682.0
36406.0,1922.0
36406.0,1029.0
36406.0,948.0
36406.0,646.0
25247.0,5794.0
25247.0,8555.0
25247.0,5546.0
25247.0,5546.0
25247.0,6741.0
25247.0,8053.0
25247.0,8555.0
25247.0,5650.0
25247.0,11822.0
25247.0,4339.0
25247.0,6246.0
25247.0,5546.0
25247.0,7499.0
25247.0,5546.0
25247.0,8555.0
25247.0,6014.0
25247.0,11822.0
25247.0,8053.0
25247.0,4928.0
29733.0,6298.0
29733.0,397.0
29733.0,905.0
29733.0,1717.0
29733.0,1120.0
29733.0,2404.0
29733.0,0.0
29733.0,905.0
29733.0,1598.0
29733.0,2404.0
29733.0,905.0
29733.0,2404.0
29733.0,11836.0
29733.0,3439.0
29733.0,397.0
29733.0,3634.0
29733.0,2008.0
29733.0,0.0
20899.0,884.0
20899.0,182.0
20899.0,542.0
20899.0,2586.0
20899.0,112.0
20899.0,314.0
20899.0,51.0
20899.0,843.0
20899.0,1.0
20899.0,1.0
20899.0,227.0
20899.0,0.0
20899.0,1171.0
20899.0,9337.0
20899.0,369.0
20899.0,843.0
21637.0,11.0
21637.0,1.0
21637.0,369.0
21637.0,11.0
21637.0,127.0
21637.0,50.0
21637.0,6749.0
21637.0,11.0
21637.0,773.0
21637.0,6749.0
21637.0,89.0
21637.0,6930.0
21637.0,193.0
21637.0,132.0
21637.0,369.0
21637.0,1.0
21637.0,151.0
21637.0,11.0
21637.0,369.0
21637.0,308.0
26915.0,2960.0
26915.0,465.0
26915.0,0.0
26915.0,2422.0
26915.0,2960.0
26915.0,1743.0
26915.0,1898.0
26915.0,1743.0
26915.0,2265.0
26915.0,3345.0
26915.0,11804.0
26915.0,1408.0
26915.0,465.0
26915.0,883.0
26915.0,2960.0
26915.0,3355.0
26915.0,2422.0
26915.0,1743.0
26915.0,2265.0
26915.0,3271.0
22903.0,490.0
22903.0,490.0
22903.0,0.0
22903.0,199.0
22903.0,0.0
22903.0,138.0
22903.0,1887.0
22903.0,2238.0
22903.0,632.0
22903.0,672.0
22903.0,0.0
22903.0,632.0
22903.0,138.0
22903.0,0.0
22903.0,672.0
22903.0,636.0
22903.0,0.0
22903.0,195.0
22903.0,199.0
22903.0,166.0
35299.0,2602.0
35299.0,2710.0
35299.0,2274.0
35299.0,2054.0
35299.0,4613.0
35299.0,2710.0
35299.0,3155.0
35299.0,2047.0
35299.0,2274.0
35299.0,2274.0
35299.0,2474.0
35299.0,2602.0
35299.0,2828.0
35299.0,4094.0
35299.0,3242.0
59248.0,2352.0
59248.0,818.0
59248.0,1486.0
59248.0,3924.0
59248.0,1742.0
59248.0,529.0
59248.0,3.0
59248.0,1742.0
59248.0,827.0
59248.0,1742.0
59248.0,827.0
59248.0,1742.0
59248.0,223.0
59248.0,3251.0
59248.0,827.0
59248.0,3924.0
59248.0,2036.0
59248.0,3415.0
59248.0,616.0
59248.0,827.0
36329.0,655.0
36329.0,19.0
36329.0,444.0
36329.0,249.0
36329.0,249.0
36329.0,993.0
36329.0,222.0
36329.0,947.0
36329.0,249.0
36329.0,993.0
36329.0,820.0
36329.0,44.0
36329.0,947.0
36329.0,2005.0
36329.0,222.0
36329.0,1.0
36329.0,947.0
36329.0,222.0
36329.0,222.0
36329.0,442.0
10370.0,191.0
10370.0,0.0
10370.0,675.0
10370.0,191.0
10370.0,1217.0
10370.0,0.0
10370.0,1016.0
10370.0,1246.0
10370.0,0.0
10370.0,924.0
10370.0,0.0
10370.0,1347.0
10370.0,1347.0
10370.0,675.0
10370.0,59.0
10370.0,1907.0
10370.0,223.0
10370.0,223.0
10370.0,559.0
10370.0,1246.0
58326.0,465.0
58326.0,164.0
58326.0,364.0
58326.0,465.0
58326.0,2.0
58326.0,364.0
58326.0,130.0
58326.0,1544.0
58326.0,611.0
58326.0,559.0
58326.0,627.0
58326.0,807.0
58326.0,254.0
58326.0,164.0
58326.0,130.0
58326.0,465.0
58326.0,164.0
58326.0,775.0
58326.0,1544.0
58326.0,1057.0
61483.0,9.0
61483.0,3301.0
61483.0,4447.0
61483.0,4066.0
61483.0,4431.0
61483.0,5263.0
61483.0,2719.0
61483.0,9207.0
61483.0,2452.0
61483.0,2085.0
61483.0,3301.0
61483.0,3524.0
61483.0,2085.0
61483.0,5396.0
61483.0,1751.0
61483.0,2986.0
61483.0,4431.0
61483.0,5263.0
61483.0,4431.0
61483.0,1751.0
11355.0,2055.0
11355.0,0.0
11355.0,4025.0
11355.0,736.0
11355.0,1982.0
11355.0,1979.0
11355.0,1403.0
11355.0,672.0
11355.0,52.0
11355.0,688.0
11355.0,0.0
11355.0,841.0
11355.0,2055.0
11355.0,2055.0
11355.0,3005.0
11355.0,896.0
11355.0,688.0
11355.0,0.0
11355.0,556.0
11355.0,2693.0
36459.0,651.0
36459.0,45.0
36459.0,166.0
36459.0,533.0
36459.0,29.0
36459.0,0.0
36459.0,0.0
36459.0,376.0
36459.0,77.0
36459.0,29.0
36459.0,165.0
36459.0,0.0
36459.0,166.0
36459.0,166.0
36459.0,94.0
36459.0,0.0
36459.0,0.0
36459.0,533.0
36459.0,108.0
8549.0,372.0
8549.0,597.0
8549.0,822.0
8549.0,176.0
8549.0,2609.0
8549.0,2165.0
8549.0,1233.0
8549.0,165.0
8549.0,2543.0
8549.0,222.0
8549.0,990.0
8549.0,176.0
8549.0,2543.0
8549.0,1750.0
8549.0,99.0
8549.0,2609.0
8549.0,2165.0
8549.0,176.0
8549.0,106.0
8549.0,603.0
26290.0,2055.0
26290.0,3558.0
26290.0,7.0
26290.0,3901.0
26290.0,2371.0
26290.0,3960.0
26290.0,2055.0
26290.0,1951.0
26290.0,2469.0
26290.0,2141.0
26290.0,2157.0
26290.0,3901.0
26290.0,638.0
26290.0,2157.0
26290.0,2650.0
26290.0,581.0
26290.0,1871.0
26290.0,3901.0
26290.0,3960.0
21986.0,0.0
21986.0,2341.0
21986.0,734.0
21986.0,86.0
21986.0,413.0
21986.0,1052.0
21986.0,667.0
21986.0,0.0
21986.0,0.0
21986.0,416.0
21986.0,7910.0
21986.0,66.0
21986.0,1025.0
21986.0,667.0
21986.0,877.0
21986.0,183.0
21986.0,103.0
21986.0,151.0
21986.0,416.0
132203.0,0.0
132203.0,43.0
132203.0,9.0
132203.0,0.0
132203.0,35.0
132203.0,91.0
132203.0,44.0
132203.0,44.0
132203.0,293.0
132203.0,65.0
132203.0,0.0
132203.0,1.0
132203.0,23.0
132203.0,1025.0
132203.0,1.0
132203.0,6.0
132203.0,44.0
132203.0,114.0
132203.0,35.0
132203.0,191.0
45160.0,3974.0
45160.0,2923.0
45160.0,4193.0
45160.0,6094.0
45160.0,3695.0
45160.0,6229.0
45160.0,6094.0
45160.0,3974.0
45160.0,14.0
45160.0,3976.0
45160.0,11251.0
45160.0,3226.0
45160.0,6571.0
45160.0,3199.0
45160.0,8568.0
45160.0,7881.0
45160.0,6571.0
45160.0,4074.0
45160.0,14711.0
45160.0,6571.0
54058.0,3055.0
54058.0,317.0
54058.0,607.0
54058.0,473.0
54058.0,307.0
54058.0,1226.0
54058.0,513.0
54058.0,0.0
54058.0,0.0
54058.0,473.0
54058.0,0.0
54058.0,0.0
54058.0,806.0
54058.0,1024.0
54058.0,806.0
54058.0,806.0
54058.0,0.0
54058.0,599.0
54058.0,1280.0
62813.0,1385.0
62813.0,1584.0
62813.0,1148.0
62813.0,417.0
62813.0,1363.0
62813.0,417.0
62813.0,2578.0
62813.0,946.0
62813.0,1483.0
62813.0,2578.0
62813.0,1383.0
62813.0,377.0
62813.0,2345.0
62813.0,2.0
62813.0,2.0
62813.0,1227.0
62813.0,2623.0
62813.0,2578.0
62813.0,2578.0
62813.0,1383.0
36447.0,6465.0
36447.0,2082.0
36447.0,1920.0
36447.0,8.0
36447.0,3967.0
36447.0,1674.0
36447.0,3120.0
36447.0,6465.0
36447.0,8.0
36447.0,1871.0
36447.0,2082.0
36447.0,4096.0
36447.0,1735.0
36447.0,8.0
36447.0,1674.0
36447.0,1134.0
36447.0,8.0
36447.0,1674.0
36447.0,4096.0
36447.0,7154.0
39177.0,612.0
39177.0,529.0
39177.0,1372.0
39177.0,828.0
39177.0,1354.0
39177.0,2052.0
39177.0,612.0
39177.0,2320.0
39177.0,2052.0
39177.0,2284.0
39177.0,1687.0
39177.0,637.0
39177.0,1372.0
39177.0,2357.0
39177.0,834.0
39177.0,1687.0
39177.0,1191.0
39177.0,3259.0
39177.0,637.0
39177.0,529.0
41507.0,4996.0
41507.0,3101.0
41507.0,4021.0
41507.0,7487.0
41507.0,1591.0
41507.0,1137.0
41507.0,1252.0
41507.0,413.0
41507.0,1623.0
41507.0,7487.0
41507.0,3915.0
41507.0,1390.0
41507.0,4825.0
41507.0,2772.0
41507.0,2788.0
41507.0,1938.0
41507.0,4021.0
41507.0,3561.0
41507.0,1390.0
41507.0,2772.0
26550.0,4280.0
26550.0,2781.0
26550.0,3715.0
26550.0,1766.0
26550.0,3715.0
26550.0,5545.0
26550.0,5558.0
26550.0,1701.0
26550.0,2781.0
26550.0,2482.0
26550.0,2482.0
26550.0,3999.0
26550.0,4280.0
26550.0,3715.0
26550.0,2893.0
26550.0,1766.0
26550.0,2030.0
26550.0,1701.0
26550.0,4605.0
26550.0,4280.0
27490.0,919.0
27490.0,3003.0
27490.0,6344.0
27490.0,1446.0
27490.0,6344.0
27490.0,3008.0
27490.0,4300.0
27490.0,1455.0
27490.0,3576.0
27490.0,3008.0
27490.0,2166.0
27490.0,2713.0
27490.0,1332.0
27490.0,832.0
27490.0,2713.0
27490.0,832.0
27490.0,2579.0
27490.0,4054.0
27490.0,1446.0
27490.0,4789.0
28295.0,4115.0
28295.0,960.0
28295.0,1111.0
28295.0,4.0
28295.0,0.0
28295.0,2006.0
28295.0,5120.0
28295.0,1127.0
28295.0,1111.0
28295.0,1545.0
28295.0,2.0
28295.0,2.0
28295.0,2267.0
28295.0,4102.0
28295.0,1366.0
28295.0,722.0
28295.0,5226.0
28295.0,1127.0
28295.0,5120.0
28295.0,2006.0
15436.0,1029.0
15436.0,987.0
15436.0,1.0
15436.0,0.0
15436.0,1030.0
15436.0,643.0
15436.0,1029.0
15436.0,1707.0
15436.0,643.0
15436.0,184.0
15436.0,216.0
15436.0,1707.0
15436.0,1030.0
15436.0,825.0
15436.0,216.0
15436.0,184.0
15436.0,1061.0
15436.0,0.0
15436.0,285.0
15436.0,1.0
60117.0,1627.0
60117.0,831.0
60117.0,420.0
60117.0,3168.0
60117.0,3168.0
60117.0,1627.0
60117.0,1446.0
60117.0,3168.0
60117.0,1283.0
60117.0,7.0
60117.0,831.0
60117.0,7.0
60117.0,2241.0
60117.0,2286.0
60117.0,1567.0
60117.0,953.0
60117.0,1567.0
60117.0,2027.0
60117.0,3005.0
60117.0,3219.0
8055.0,1135.0
8055.0,2180.0
8055.0,1952.0
8055.0,1841.0
8055.0,3918.0
8055.0,1829.0
8055.0,1218.0
8055.0,2267.0
8055.0,1841.0
8055.0,1841.0
8055.0,1829.0
8055.0,1064.0
8055.0,6656.0
8055.0,1064.0
8055.0,1352.0
8055.0,6.0
8055.0,2839.0
8055.0,6656.0
8055.0,2363.0
8055.0,5555.0
36204.0,140.0
36204.0,767.0
36204.0,199.0
36204.0,199.0
36204.0,1019.0
36204.0,2.0
36204.0,0.0
36204.0,32.0
36204.0,1019.0
36204.0,1043.0
36204.0,200.0
36204.0,167.0
36204.0,0.0
36204.0,8392.0
36204.0,732.0
36204.0,140.0
36204.0,0.0
36204.0,124.0
36204.0,303.0
15013.0,3123.0
15013.0,483.0
15013.0,0.0
15013.0,1639.0
15013.0,4269.0
15013.0,630.0
15013.0,1734.0
15013.0,0.0
15013.0,1649.0
15013.0,6.0
15013.0,2185.0
15013.0,0.0
15013.0,1466.0
15013.0,1233.0
15013.0,483.0
15013.0,6.0
15013.0,3468.0
15013.0,2833.0
15013.0,1639.0
15013.0,0.0
30108.0,240.0
30108.0,282.0
30108.0,0.0
30108.0,9174.0
30108.0,1112.0
30108.0,0.0
30108.0,1.0
30108.0,934.0
30108.0,4.0
30108.0,8414.0
30108.0,282.0
30108.0,8700.0
30108.0,240.0
30108.0,660.0
30108.0,56.0
30108.0,282.0
29878.0,1860.0
29878.0,1012.0
29878.0,6072.0
29878.0,3159.0
29878.0,3159.0
29878.0,3736.0
29878.0,3736.0
29878.0,995.0
29878.0,3049.0
29878.0,6072.0
29878.0,3782.0
29878.0,11.0
29878.0,6321.0
29878.0,0.0
29878.0,1669.0
29878.0,1012.0
29878.0,11.0
29878.0,6072.0
29878.0,1012.0
29878.0,1547.0
24973.0,250.0
24973.0,657.0
24973.0,0.0
24973.0,1029.0
24973.0,171.0
24973.0,1078.0
24973.0,81.0
24973.0,0.0
24973.0,8177.0
24973.0,464.0
24973.0,1078.0
24973.0,0.0
24973.0,81.0
24973.0,239.0
24973.0,258.0
24973.0,854.0
24973.0,2547.0
24973.0,239.0
24973.0,8329.0
24973.0,768.0
10879.0,258.0
10879.0,291.0
10879.0,136.0
10879.0,812.0
10879.0,294.0
10879.0,0.0
10879.0,1128.0
10879.0,258.0
10879.0,351.0
10879.0,696.0
10879.0,136.0
10879.0,291.0
10879.0,291.0
10879.0,0.0
10879.0,58.0
10879.0,0.0
10879.0,221.0
10879.0,320.0
10879.0,351.0
10879.0,136.0
39012.0,4628.0
39012.0,8084.0
39012.0,9793.0
39012.0,6959.0
39012.0,5307.0
39012.0,9793.0
39012.0,9349.0
39012.0,5937.0
39012.0,3523.0
39012.0,5234.0
39012.0,5516.0
39012.0,4277.0
39012.0,6880.0
39012.0,11675.0
39012.0,5937.0
39012.0,3604.0
39012.0,5337.0
39012.0,4628.0
39012.0,7025.0
39012.0,6959.0
21173.0,6697.0
21173.0,3214.0
21173.0,2120.0
21173.0,5271.0
21173.0,3904.0
21173.0,3541.0
21173.0,14.0
21173.0,7405.0
21173.0,3723.0
21173.0,3214.0
21173.0,2120.0
21173.0,1445.0
21173.0,1812.0
21173.0,4482.0
21173.0,3327.0
21173.0,3904.0
21173.0,860.0
21173.0,2203.0
21173.0,3871.0
21173.0,6697.0
51149.0,2000.0
51149.0,400.0
51149.0,2785.0
51149.0,1866.0
51149.0,2530.0
51149.0,2785.0
51149.0,2530.0
51149.0,1866.0
51149.0,863.0
51149.0,222.0
51149.0,400.0
51149.0,1866.0
51149.0,61.0
51149.0,1135.0
51149.0,1027.0
51149.0,1477.0
51149.0,345.0
51149.0,1027.0
51149.0,1477.0
51149.0,60.0
42875.0,1888.0
42875.0,2.0
42875.0,1961.0
42875.0,534.0
42875.0,596.0
42875.0,534.0
42875.0,2335.0
42875.0,1911.0
42875.0,1386.0
42875.0,1888.0
42875.0,1189.0
42875.0,1888.0
42875.0,2256.0
42875.0,1911.0
42875.0,3611.0
42875.0,2424.0
42875.0,2256.0
42875.0,3677.0
42875.0,2401.0
42875.0,4009.0
42114.0,278.0
42114.0,4042.0
42114.0,4.0
42114.0,1989.0
42114.0,4.0
42114.0,1908.0
42114.0,843.0
42114.0,2719.0
42114.0,2282.0
42114.0,1989.0
42114.0,1305.0
42114.0,1502.0
42114.0,1461.0
42114.0,1682.0
42114.0,2071.0
42114.0,843.0
42114.0,1714.0
42114.0,2071.0
42114.0,2356.0
42114.0,730.0
52667.0,2893.0
52667.0,3927.0
52667.0,2124.0
52667.0,1908.0
52667.0,5918.0
52667.0,7240.0
52667.0,5351.0
52667.0,3734.0
