AS,Prefix-based LB Index,FRIEND-based LB Index,FRIEND Message Overhead,Prefix-based Message Overhead
15436.0,0.22153246451605457,0.2248990195174521,19.0,763371.0
15013.0,0.2619358949149009,0.9346465958323682,25.0,625753.0
29878.0,0.9881948666362428,0.9999464334702209,20.0,1254803.0
21173.0,0.9952816533201292,0.9999999942801915,24.0,898042.0
42114.0,0.9999999999944827,0.9999999999996749,387.0,5103688.0
10441.0,0.5021127836083595,0.9999999999999999,43349.0,989149.0
51248.0,0.2,0.2,0.0,124516.0
18091.0,0.789012149254601,0.999999994805866,22.0,405741.0
38628.0,0.5901973069478134,0.6553951588769273,68.0,2660259.0
26347.0,0.866143330593483,0.40785127433085866,173.0,7414121.0
17944.0,0.4000888791042493,0.9999999998297027,275.0,23347742.0
29899.0,0.999999993706354,0.99999999995722,76.0,4429779.0
56373.0,0.3042141088913393,0.9673397500985299,31.0,575482.0
15585.0,0.999999999998049,0.7548779363771981,203.0,16267904.0
9357.0,0.32422305336641055,0.3405023615082524,132.0,15202467.0
17420.0,0.5,0.9398007350437851,5.0,158563.0
61667.0,0.6671179778415567,0.6521787721183961,2.0,375381.0
24635.0,0.8691219912116058,0.869525515634492,81.0,3468413.0
52148.0,0.9809179663107325,0.999987380114825,12.0,393946.0
36291.0,0.8048789066172943,0.9999999998065286,392.0,866854.0
55304.0,0.999994387715662,0.999999998370099,48.0,572653.0
51185.0,0.2540956671963446,0.2906381628565604,9.0,743398.0
32912.0,0.34094659748507233,0.4414725815264752,2.0,388490.0
59107.0,0.5078596952818428,0.999767504248775,9.0,599371.0
20981.0,0.9999999997068169,0.5243817130317842,13.0,15287085.0
40204.0,0.5953858977626001,0.9392375227320563,80.0,1861271.0
33465.0,0.3380838705320901,0.34186124683760577,6.0,371745.0
55468.0,0.3702137680446262,0.35857309628209605,32.0,423892.0
31815.0,0.9999964389822938,0.6756987110842326,988.0,3963362.0
45887.0,0.1258712491135604,0.3582928665918757,53.0,554210.0
38011.0,0.9997166132259647,0.7464092024867793,2.0,812421.0
40975.0,0.5022198199080358,0.9999999988264487,545.0,383087.0
23218.0,0.5,0.5099153365573585,6.0,123795.0
55127.0,0.4857686618111194,0.9663246717078434,252.0,378563.0
33155.0,0.38953193841711253,0.3743789001521649,8.0,748870.0
35393.0,0.31654077016721177,0.3157868075428461,41.0,2718596.0
46964.0,0.6739149043923288,0.935237338194144,92.0,628798.0
28296.0,0.9999918492159693,0.9999999999999354,521.0,2059252.0
14792.0,0.5,0.9314090873323191,6.0,123591.0
7723.0,0.5,0.9659338493853802,15.0,123552.0
198619.0,0.5,0.502797219290434,3.0,127248.0
2768.0,0.9999999999364294,0.9999999999999175,1061.0,23499991.0
17161.0,0.40037861134189134,0.8347297566754839,129.0,3174953.0
34134.0,0.5,0.5829015728805171,6.0,123709.0
24282.0,0.9999999999980779,0.9822183944828241,150.0,13177498.0
14251.0,0.5,0.811228495444832,26.0,124152.0
198975.0,0.5627880544884052,0.9999999100457406,20.0,372895.0
26287.0,0.5,0.9999999999841374,76.0,123570.0
8855.0,0.9987379263320688,0.9999999999999957,245.0,422118.0
27273.0,0.5596647418551928,0.5489384304778155,4.0,248210.0
10185.0,0.33333333333333337,0.5549125078111965,1.0,133894.0
53580.0,0.6661808100151264,0.8807005972851418,82.0,247512.0
30415.0,0.9267744805412418,0.5,151.0,4838413.0
13986.0,0.9999997877738462,0.9990450032759128,1830.0,3960855.0
45215.0,0.9368411440675943,0.9974693597012496,14.0,556844.0
16435.0,0.9568913056791956,0.957226886378439,1353.0,23858994.0
62468.0,0.9999999354249066,0.9999999999999976,1560.0,2105082.0
29873.0,0.37029894120702944,0.34671667690030317,37.0,2103956.0
30633.0,0.28717066310229517,0.3897366890768264,40.0,2245745.0
23496.0,0.3333333333333333,0.5285453922076497,20.0,134642.0
25535.0,0.3435447785736999,0.3481812363839215,3.0,385612.0
12288.0,0.5003117447581293,0.5003038864441425,3.0,522160.0
10333.0,0.6048653753451593,0.9098776511250852,16.0,247456.0
31108.0,0.3333333333333333,0.9823414754839124,22.0,123563.0
27013.0,0.5,0.9999999998095849,94.0,123591.0
62904.0,0.7723700684217075,0.6753309738296064,62.0,4341727.0
25605.0,0.08043784053826462,0.3920481005755261,84.0,1551644.0
49651.0,0.573687429672452,0.7873667698435252,87.0,577781.0
55101.0,0.9803650105677372,0.6666666666381565,208.0,510098.0
45172.0,0.9999999999898249,0.7467541496516168,30.0,11890805.0
22636.0,0.5276091287393689,0.999999999999242,78.0,620094.0
23217.0,0.5250814714248766,0.9820866287192658,361.0,17456586.0
38538.0,0.9943209973937902,0.999999987208298,18.0,1681001.0
30452.0,0.6279820212990701,0.9848454320363053,40.0,741351.0
53768.0,0.5309179222490971,0.9896622527975482,74.0,3214102.0
6932.0,0.9962881446990809,0.9999999999901737,1019.0,6944657.0
23384.0,0.5,0.9999999938865428,47.0,123591.0
12571.0,0.2527426662716311,0.9997994080293141,81.0,2201990.0
47538.0,0.5,0.6097229002356427,20.0,123919.0
41325.0,0.5182484897848444,0.5015308763481183,6.0,1532053.0
50061.0,0.5073642307014892,0.9999999003780957,32.0,247203.0
33168.0,0.27114493157147096,0.7911585870884018,141.0,1003626.0
14061.0,0.999999999999706,0.683289963785565,7595.0,74710790.0
10171.0,0.6140068777440024,0.9999999999953958,149.0,1842315.0
30293.0,0.5,0.9588114339252481,47.0,123591.0
28596.0,0.2519720921932976,0.25197089004316264,2.0,261189.0
53995.0,0.5,0.5397492535560586,19.0,131058.0
40584.0,0.25,0.7075090618955033,185.0,124645.0
11637.0,0.7575811779153738,0.9459255943418304,44.0,517502.0
197706.0,0.5,0.9885936110858918,82.0,134544.0
1617.0,0.5,0.9999999992471064,41.0,124151.0
38956.0,0.9999999993698098,0.9999999999999974,9602.0,18786816.0
14659.0,0.6529139891786432,0.8138650515637743,18.0,281880.0
54330.0,0.977776422169054,0.9999999991590077,41.0,988906.0
20289.0,0.2755859075477268,0.33630548615488437,72.0,1040661.0
2894.0,0.33333333333333337,0.493139659964151,3.0,134652.0
26662.0,0.9613607004354575,0.4792092705512891,706.0,10894424.0
34290.0,0.5194140340378013,0.8651427013975787,21.0,254737.0
12876.0,0.5380954812491217,0.970106406609836,614.0,3112502.0
25809.0,0.9999999970943086,0.9926356077516415,286.0,3834560.0
24120.0,0.5291084235350988,0.9999999999648322,40.0,561888.0
26236.0,0.9566144509144591,0.9999999996520902,64.0,370807.0
198249.0,0.33333333333333337,0.33333333333333337,0.0,129532.0
2013.0,0.9999999999999943,0.9999999999999772,2197.0,24839910.0
132422.0,0.7395043575481477,0.9602475913728569,10.0,527166.0
19280.0,0.5170425604511665,0.9900002798237312,6.0,262384.0
22775.0,0.20669017387412325,0.21497313106810917,28.0,920838.0
33684.0,0.3333333333333333,0.9538899905249173,12.0,124151.0
19137.0,0.1666670783604996,0.9999999999997545,7262.0,894647.0
3259.0,0.9987278479802357,0.6955404898792382,4.0,758708.0
15348.0,0.9430241142537708,0.9999993200988594,4.0,741877.0
198909.0,0.5042332037070676,0.5,9.0,325364.0
15601.0,0.9920829255539011,0.9999999999994093,237.0,20954454.0
39353.0,0.5,0.7413494762561508,4.0,123859.0
53403.0,0.8986261508601726,0.740508176545722,9.0,1853479.0
29801.0,0.5,0.7354822968229129,11.0,123836.0
20756.0,0.28848738783709854,0.32960286747466827,18.0,2106016.0
40585.0,0.52076094093505,0.6889476338011717,23.0,495133.0
9811.0,0.5,0.7642187679914718,6.0,159758.0
40567.0,0.6329762949049436,0.6329659595060937,14.0,494254.0
18547.0,0.3760056378945095,0.3794161548924642,33.0,1007510.0
262958.0,0.7938390178432025,0.9999999981830373,41.0,673350.0
11676.0,0.9999933037507892,0.9999999889765301,158.0,2101724.0
40289.0,0.2,0.38545925716663265,529.0,123743.0
5772.0,0.5548270419185029,0.5,59.0,4210643.0
31972.0,0.26995005193313937,0.26896266550525066,6.0,421556.0
51060.0,0.7223519246915803,0.7604163753552806,67.0,247248.0
61928.0,0.5039684049796357,0.9999999992377548,88.0,579840.0
29818.0,0.5,0.8382283670733022,28.0,134166.0
22992.0,0.8657251659733118,0.9999999681562822,149.0,1112510.0
15691.0,0.36505410201655347,0.9999797503286878,40.0,2330261.0
36750.0,0.9999999999966983,0.5516692989950535,3.0,19788969.0
16274.0,0.34344484908110023,0.9999998960763749,155.0,523915.0
53872.0,0.8569605173277873,0.9999927486880461,35.0,743072.0
54113.0,0.08000635443730948,0.09832624699387793,65.0,1788916.0
22505.0,0.5083316708417215,0.7036172782656243,245.0,1364106.0
21680.0,0.999999999678233,0.9999999997518152,600.0,23481282.0
22964.0,0.2,0.20786609358407618,34.0,134006.0
24786.0,0.7505038691614553,0.9999999974321122,43.0,1647598.0
32032.0,0.5,0.5540573892111549,5.0,123552.0
7496.0,0.3458620343364519,0.3663967014577248,121.0,4722075.0
10702.0,0.9999999999998765,0.9875438510951906,304.0,34118773.0
32190.0,0.9999999984865434,0.9999999999641517,150.0,13555523.0
19993.0,0.4972547284885383,0.8719742533956684,20.0,656188.0
11303.0,0.5008612901851267,0.9999999999937459,768.0,508940.0
16983.0,0.9999999999975064,1.0,1587.0,22115088.0
10897.0,0.5911258114742204,0.5,0.0,501154.0
20955.0,0.5,0.5851281035807813,31.0,140933.0
27326.0,0.5018284854318019,0.9999999892556461,56.0,866383.0
12152.0,0.20011809497005448,0.7273651974173747,19.0,254709.0
9455.0,0.5,0.5,0.0,132066.0
1929.0,0.7314539867869122,0.395075080450261,51.0,537557.0
14925.0,0.5021264768175224,0.5935207620915359,12.0,247174.0
53755.0,0.8762046257857571,0.2964938126061613,25.0,3118260.0
32353.0,0.7947136327242242,0.999801728860693,7.0,255131.0
1358.0,0.9999999999572018,0.9999999999036737,592.0,25805249.0
35339.0,0.45662268034511266,0.621441699913431,20.0,1114904.0
55990.0,0.5136081008290465,0.41844778876131633,203.0,7705806.0
25867.0,0.510200744813656,0.5537138231133282,26.0,618176.0
46453.0,0.25085796383564923,0.8992345036220647,446.0,247143.0
32906.0,0.18349336104117472,0.9999862273887935,399.0,1989920.0
4668.0,0.2505605951285779,0.2505492856064263,1.0,273833.0
10182.0,0.5,0.5091847404649249,0.0,133894.0
133977.0,0.8073965886949427,0.8576948944812427,14.0,560405.0
36590.0,0.9982912717236448,0.9999999986685245,265.0,1976816.0
18680.0,0.9675558318949941,0.9999999997969359,37.0,617915.0
54290.0,0.27824758179522086,0.7569421773879713,59.0,2734712.0
38927.0,0.9887179596375439,0.9999999992238198,67.0,992410.0
26748.0,0.9999976844489057,0.9999999913736295,74.0,2721339.0
36570.0,0.5,1.0,285.0,123552.0
11826.0,0.5536411379741926,0.34814785285663297,30.0,495180.0
9597.0,0.649910084020571,0.6391291040873617,9.0,3081079.0
9022.0,0.8159915023758981,0.9794643985864188,91.0,758890.0
19113.0,0.769639700856329,0.9999999999982085,273.0,247174.0
197517.0,0.3333333333333333,0.995054229424632,5.0,123589.0
25886.0,0.6741664774259659,0.9996727507853138,21.0,1077754.0
62642.0,0.3837292710692071,0.38545529284461993,66.0,2972752.0
44119.0,0.5,0.5121531726016791,2.0,134839.0
25878.0,0.2000199517278531,0.3998848976699948,5.0,247365.0
16625.0,0.8263872652743888,0.2749742806072535,10295.0,211409005.0
11377.0,0.8148018859379621,0.9999999762010106,728.0,1606834.0
33029.0,0.9999586185246351,0.5724259323578595,98.0,1049036.0
54334.0,0.8327052871417658,0.8648987226806047,648.0,2274159.0
20426.0,0.9999994249549452,0.9999999995683294,35.0,1976872.0
15580.0,0.18069284127135576,0.25670722572031734,46.0,279106.0
44190.0,0.5,0.9161401698212989,105.0,124055.0
23093.0,0.9540778097379636,0.9999999910243261,77.0,495057.0
3842.0,0.3036696341086936,0.31059054522486673,42.0,2411831.0
19661.0,0.9999999998819918,0.9999999995117521,345.0,22473977.0
63949.0,0.8010857802028363,0.9578697063658528,188.0,3509316.0
26940.0,0.593204397321673,0.3794935077416719,5.0,499914.0
11179.0,0.13901509507627638,0.47012945666555067,237.0,1720132.0
7345.0,0.49947307505226785,0.5006862966744211,714.0,24063899.0
38578.0,0.20007442475605985,0.2030807241764859,4.0,299912.0
45748.0,0.5,0.5,11.0,138556.0
58816.0,0.9835953839390019,0.7661970972520366,9.0,584326.0
14382.0,0.5,0.9999999986780963,105.0,123563.0
45090.0,0.9966393514021019,0.2937340320363979,733.0,74952608.0
38107.0,0.9173415262038829,0.9163669165554567,20.0,2818098.0
30013.0,0.7555471663163886,0.9999999999746687,339.0,7433132.0
21899.0,0.7693858591101512,0.76975234365874,597.0,17840279.0
28977.0,0.6826608726183734,0.6728287933834779,34.0,1026537.0
4352.0,0.5233177947757592,0.999999999971853,37.0,792903.0
21989.0,0.25,0.3621551195218053,9.0,130798.0
20868.0,0.2734360569514547,0.2664674968137138,23.0,4668070.0
22071.0,0.10001369925877189,0.711613817962522,376.0,494686.0
23050.0,0.47544700758609026,0.4923890153816538,27.0,908014.0
26104.0,0.27743500468836074,0.27742245007693356,2.0,518017.0
40773.0,0.8570453882801446,0.7496666636014392,46.0,516108.0
197253.0,0.25948911117667334,0.2778458969118977,8.0,259762.0
50926.0,0.865358227366594,0.5184459799993297,5.0,1003897.0
40615.0,0.5016964254370229,0.9999999957558678,113.0,495057.0
41289.0,0.9768064565973869,0.9999999999990845,117.0,618908.0
11077.0,0.3333333333333333,0.77779887751777,9.0,134007.0
18798.0,0.4090732095450833,0.9999999145554963,89.0,1238588.0
12222.0,0.03227034649135311,0.03227101077794933,5.0,1001131.0
25174.0,0.7835329088099173,0.9999999998327846,181.0,268335.0
29150.0,0.5740739231931636,0.7495175518370595,4.0,498504.0
393972.0,0.518978136759885,0.5165644005519195,6.0,254653.0
12404.0,0.5110811402359068,0.5785649666204242,94.0,372200.0
31612.0,0.9999999990225692,0.9999999999981507,211.0,19522334.0
55293.0,0.24489452648388124,0.9464617447403845,23.0,656663.0
19545.0,0.9999998940779808,0.9999999853110434,61.0,1979456.0
19416.0,0.5111334465682457,0.254479829637275,15.0,3141600.0
10183.0,0.5151600142829618,1.0,142.0,265961.0
201471.0,0.8054825331455151,0.48104698261597756,13.0,2148515.0
7148.0,0.2001331292740229,0.30414703664562415,43.0,251335.0
25667.0,0.830219325534151,0.9773046413329729,18.0,619493.0
23131.0,0.8147391227975145,0.9784287440791698,248.0,1236497.0
6687.0,0.9999984845595554,0.5007343454601105,3.0,2462527.0
30109.0,0.9999943752744636,0.9999999999991349,479.0,1361182.0
22113.0,0.5857915360185774,0.5477866816148362,52.0,495321.0
23494.0,0.7091722587950247,0.9999999999967805,35.0,247174.0
33455.0,0.8730805617831505,0.9999999998232879,97.0,1002989.0
11878.0,0.5,0.9582860224028975,5.0,139704.0
24296.0,0.5049915332165728,0.5,68.0,3173675.0
23994.0,0.3357098524240046,0.35679466238901963,6.0,275861.0
46054.0,0.5401492270866881,0.999578170060473,15.0,675328.0
27307.0,0.33333333333333337,0.999999999202883,58.0,123552.0
42175.0,0.6145798556297501,0.6604906284357065,1511.0,2257306.0
11596.0,0.99999996003498,0.9999999999503008,70.0,5933732.0
33011.0,0.16666666666666666,0.42178779725141,15.0,123596.0
393378.0,0.5,0.9999999997973484,189.0,123591.0
28304.0,0.5575612071465466,0.5503427677010926,16.0,1446262.0
34235.0,0.2502050788322491,0.982802052403294,10.0,253068.0
29646.0,0.2760588057874182,0.29376780862336815,58.0,1654285.0
198575.0,0.5,0.8455067594818197,3.0,130906.0
10173.0,0.3420360444487456,0.7326914897238829,4.0,267930.0
21591.0,0.6991053363556756,0.9999999999999684,46937.0,12236212.0
13243.0,0.36225396586090014,0.3742636164109202,86.0,2596734.0
28597.0,0.2540333420145162,0.9999991212885748,49.0,530774.0
46263.0,0.25000796526891017,0.522602416521894,27.0,281759.0
32270.0,0.6180560066741504,0.9453581246175997,17.0,1112816.0
19710.0,0.9999999999087492,0.9999999999999243,2439.0,3836666.0
55569.0,0.5047423469544662,0.5232714256212679,8.0,494630.0
62616.0,0.33333333333333337,0.9870183362564738,6.0,123596.0
19197.0,0.06408453292593455,0.0648639771524116,5.0,670292.0
7954.0,0.33333333333333337,0.4605149780618853,11.0,131086.0
34002.0,0.9961207062000833,0.9998279380266945,7.0,494354.0
20127.0,0.25,0.49304890346496194,20.0,124032.0
8255.0,0.9999999999349161,0.9999999999573305,1084.0,16312032.0
34931.0,0.4749412228309005,0.2292626413906734,15.0,774879.0
48884.0,0.48866703784027593,0.36325334493789935,12.0,374537.0
60204.0,0.998430421474572,0.999999998945654,154.0,1242132.0
53914.0,0.5,0.5,1.0,123563.0
27293.0,0.9999999999999976,0.9999999999999976,2325.0,30724472.0
46490.0,0.6038012044902915,0.6037869902889504,6.0,247872.0
33052.0,0.511207177080948,0.5115881532434073,217.0,1729694.0
54803.0,0.5,0.9940212667676858,73.0,123591.0
6075.0,0.999999999999427,0.8389385540133829,25120.0,16843502.0
40648.0,0.6291074490666121,0.998625420587835,169.0,381522.0
44548.0,0.6967637741242046,0.5,0.0,250585.0
51029.0,0.5000632022191989,0.9762839429746105,49.0,259231.0
35072.0,0.9999999998792262,0.890315537516506,1007.0,7295741.0
38293.0,0.9996446426382674,0.520129161518093,7.0,989931.0
61636.0,0.8980900389759959,0.8980845541638902,4.0,418913.0
49182.0,0.999456251903281,0.9999999785011281,48.0,866148.0
26425.0,0.25,0.9999999998966251,664.0,123834.0
25876.0,0.9761630250977128,0.976370634898887,136.0,9707191.0
33025.0,0.3333333333333333,0.3751181881978583,9.0,123883.0
13418.0,0.8363912057217141,0.9999999989601241,57.0,247174.0
74.0,0.9999999995095694,0.9999999996201453,90.0,11034975.0
19869.0,0.8044511029573163,0.7967543638892367,301.0,12261274.0
38609.0,0.5003350975513138,0.9999997189982656,39.0,281726.0
20381.0,0.33333333333333337,0.3549676814931704,3.0,123795.0
14822.0,0.9999999999154816,0.9999999999198557,276.0,19440153.0
23539.0,0.9264148181380895,0.9999999990556884,64.0,247167.0
197308.0,0.5959502604146456,0.9991108573918798,59.0,1606535.0
