Number of selected Tier 1 AS,c1,FlowSpec block rate,FlowSpec bandwidth saving,c4,FRIEND block rate,FRIEND bandwidth saving
867,0.05000425206225019,0.05000425206225019,0.014169541646131099,0.15110828751944694,0.15110828751944694,0.09933124861916011
867,0.05149497506290551,0.05149497506290551,0.014591582966525608,0.17470973422109723,0.17470973422109723,0.1383799844779434
867,0.0,0.0,0.0,0.09015872698258655,0.09015872698258655,0.07698005359075022
867,0.08152453940160978,0.08152453940160978,0.02338080590064751,0.14222898105581208,0.14222898105581208,0.09158438277165015
867,0.13507551162313722,0.13507551162313722,0.0412368359930434,0.27934048013286444,0.27934048013286444,0.15458608793188422
867,0.05000425206225019,0.05000425206225019,0.014801187380681272,0.12628624883068287,0.12628624883068287,0.07873903117440786
867,0.05149497506290551,0.05149497506290551,0.014584501736317647,0.10471078473059434,0.10471078473059434,0.06902924831325097
867,0.043641165965493264,0.043641165965493264,0.012410564062473445,0.10841258010134916,0.10841258010134916,0.06818516567246194
867,0.04629745426531868,0.04629745426531868,0.013652611840949904,0.2534629295208176,0.2534629295208176,0.1586832877302108
867,0.1127746957274278,0.1127746957274278,0.034825490162755,0.1856600451218841,0.1856600451218841,0.1004585804682676
867,0.26405306573688236,0.26405306573688236,0.07555247758082516,0.3375186965678354,0.3375186965678354,0.1390966049749891
867,0.0499942472098968,0.0499942472098968,0.01512550772420591,0.19042735726827512,0.19042735726827512,0.15192496161973226
867,0.04289080203898891,0.04289080203898891,0.012368076681225675,0.1054411389523919,0.1054411389523919,0.07482169462336352
867,0.05000425206225019,0.05000425206225019,0.014172374138214284,0.24635448192373302,0.24635448192373302,0.2083198789959382
867,0.020339864834444707,0.020339864834444707,0.006654940149442282,0.09688198776406558,0.09688198776406558,0.07310095568282887
867,0.00710344517090789,0.00710344517090789,0.0020549730063504474,0.05572202518221337,0.05572202518221337,0.045920361652589184
867,0.011365512273452625,0.011365512273452625,0.0032177110064977366,0.09332526275243493,0.09332526275243493,0.07605807741767362
867,0.05694761959550382,0.05694761959550382,0.0161593673345683,0.09745226434820888,0.09745226434820888,0.05482430051608006
867,0.0,0.0,0.0,0.0440613697643357,0.0440613697643357,0.04002736187352356
867,0.05000425206225019,0.05000425206225019,0.014325328710706254,0.08365557295288215,0.08365557295288215,0.044841182168895835
867,0.0,0.0,0.0,0.05319079753680535,0.05319079753680535,0.05179919897123888
867,0.1500027513343972,0.1500027513343972,0.04651093625193318,0.194374271521688,0.194374271521688,0.09395092990715091
867,0.04175525129687899,0.04175525129687899,0.012489873840802615,0.1781263912997804,0.1781263912997804,0.11793080788339197
867,0.0014907230006553178,0.0014907230006553178,0.0004220413203945095,0.13610100898935984,0.13610100898935984,0.1039765356355829
867,0.0198796416261887,0.0198796416261887,0.005628161769287855,0.13947264423245273,0.13947264423245273,0.118330189267121
867,0.1499927464820438,0.1499927464820438,0.04262900585192864,0.23443370034466715,0.23443370034466715,0.13241192365867338
867,0.05000425206225019,0.05000425206225019,0.014156795431756769,0.08388568455701015,0.08388568455701015,0.04636364666360757
867,0.013466531267664818,0.013466531267664818,0.00391733655104434,0.10503594243207956,0.10503594243207956,0.09689530542762133
867,0.03863373736262087,0.03863373736262087,0.011111866442333293,0.12423525409823764,0.12423525409823764,0.08283623097273443
867,0.0015407472624222747,0.0015407472624222747,0.0004362037808104326,0.13682135835880402,0.13682135835880402,0.1067226367102304
867,0.011365512273452625,0.011365512273452625,0.0032177110064977366,0.10903288094725942,0.10903288094725942,0.0890493023571999
867,0.04175525129687899,0.04175525129687899,0.01533936087648635,0.24281276419063247,0.24281276419063247,0.18745149357307547
867,0.0,0.0,0.0,0.05422629975538136,0.05422629975538136,0.050459430215892546
867,0.0,0.0,0.0,0.07872318074266019,0.07872318074266019,0.07189997903955858
867,0.09174949850677579,0.09174949850677579,0.026214714229873728,0.23022665993006608,0.23022665993006608,0.14280858585000256
867,0.0,0.0,0.0,0.10541612682150843,0.10541612682150843,0.10336330109957342
867,0.10055376857776022,0.10055376857776022,0.03202132300040222,0.30779428022590954,0.30779428022590954,0.18058270027135273
867,0.04629745426531868,0.04629745426531868,0.013921698588852444,0.3113460028113635,0.3113460028113635,0.20611761640126217
867,0.0,0.0,0.0,0.12955783555024186,0.12955783555024186,0.129199877636342
867,0.11352005722775546,0.11352005722775546,0.034733434170051494,0.16037778322486407,0.16037778322486407,0.08543645870509792
867,0.16818156806050935,0.16818156806050935,0.05011386618174402,0.3179492053646018,0.3179492053646018,0.181200183545487
867,0.0,0.0,0.0,0.08815775651190827,0.08815775651190827,0.07596318893288694
